preseason,time zone,tm,season1,d1,a1,g1,z1,t1,season2,d2,a2,g2,z2,t2,season3,d3,a3,g3,z3,t3,season4,d4,a4,g4,z4,t4,season5,d5,a5,g5,z5,t5,season6,d6,a6,g6,z6,t6,season7,d7,a7,g7,z7,t7,season8,d8,a8,g8,z8,t8,season9,d9,a9,g9,z9,t9,season10,d10,a10,g10,z10,t10,season11,d11,a11,g11,z11,t11,season12,d12,a12,g12,z12,t12,season13,d13,a13,g13,z13,t13,season14,d14,a14,g14,z14,t14,season15,d15,a15,g15,z15,t15,season16,d16,a16,g16,z16,t16,season17,d17,a17,g17,z17,t17,season18,d18,a18,g18,z18,t18,season19,d19,a19,g19,z19,t19,season20,d20,a20,g20,z20,t20
with,Eastern,Tampa Bay,Preseason,08/11,,Pittsburgh,7:00PM,7:00PM,Preseason,08/19,,New York (J),7:00PM,7:00PM,Preseason,08/26,,Baltimore,7:00PM,7:00PM,Regular Season,09/10,@,Minnesota,1:00PM,1:00PM,Regular Season,09/17,,Chicago,1:00PM,1:00PM,Regular Season,09/25,,Philadelphia,7:15PM,7:15PM,Regular Season,10/01,@,New Orleans,1:00PM,1:00PM,Regular Season,10/15,,Detroit,1:00PM,1:00PM,Regular Season,10/22,,Atlanta,1:00PM,1:00PM,Regular Season,10/26,@,Buffalo,8:15PM,8:15PM,Regular Season,11/05,@,Houston,1:00PM,1:00PM,Regular Season,11/12,,Tennessee,1:00PM,1:00PM,Regular Season,11/19,@,San Francisco,4:05PM,4:05PM,Regular Season,11/26,@,Indianapolis,1:00PM,1:00PM,Regular Season,12/03,,Carolina,1:00PM,1:00PM,Regular Season,12/10,@,Atlanta,1:00PM,1:00PM,Regular Season,12/17,@,Green Bay,1:00PM,1:00PM,Regular Season,12/24,,Jacksonville,4:05PM,4:05PM,Regular Season,12/31,,New Orleans,1:00PM,1:00PM,Regular Season,01/07,@,Carolina,TBD,TBD
without,Eastern,Tampa Bay,Regular Season,09/10,@,Minnesota,1:00PM,1:00PM,Regular Season,09/17,,Chicago,1:00PM,1:00PM,Regular Season,09/25,,Philadelphia,7:15PM,7:15PM,Regular Season,10/01,@,New Orleans,1:00PM,1:00PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,,Detroit,1:00PM,1:00PM,Regular Season,10/22,,Atlanta,1:00PM,1:00PM,Regular Season,10/26,@,Buffalo,8:15PM,8:15PM,Regular Season,11/05,@,Houston,1:00PM,1:00PM,Regular Season,11/12,,Tennessee,1:00PM,1:00PM,Regular Season,11/19,@,San Francisco,4:05PM,4:05PM,Regular Season,11/26,@,Indianapolis,1:00PM,1:00PM,Regular Season,12/03,,Carolina,1:00PM,1:00PM,Regular Season,12/10,@,Atlanta,1:00PM,1:00PM,Regular Season,12/17,@,Green Bay,1:00PM,1:00PM,Regular Season,12/24,,Jacksonville,4:05PM,4:05PM,Regular Season,12/31,,New Orleans,1:00PM,1:00PM,Regular Season,01/07,@,Carolina,TBD,TBD,,,,,,,,,,,,
with,Central,Tampa Bay,Preseason,08/11,,Pittsburgh,6:00PM,7:00PM,Preseason,08/19,,New York (J),6:00PM,7:00PM,Preseason,08/26,,Baltimore,6:00PM,7:00PM,Regular Season,09/10,@,Minnesota,12:00PM,1:00PM,Regular Season,09/17,,Chicago,12:00PM,1:00PM,Regular Season,09/25,,Philadelphia,6:15PM,7:15PM,Regular Season,10/01,@,New Orleans,12:00PM,1:00PM,Regular Season,10/15,,Detroit,12:00PM,1:00PM,Regular Season,10/22,,Atlanta,12:00PM,1:00PM,Regular Season,10/26,@,Buffalo,7:15PM,8:15PM,Regular Season,11/05,@,Houston,12:00PM,1:00PM,Regular Season,11/12,,Tennessee,12:00PM,1:00PM,Regular Season,11/19,@,San Francisco,3:05PM,4:05PM,Regular Season,11/26,@,Indianapolis,12:00PM,1:00PM,Regular Season,12/03,,Carolina,12:00PM,1:00PM,Regular Season,12/10,@,Atlanta,12:00PM,1:00PM,Regular Season,12/17,@,Green Bay,12:00PM,1:00PM,Regular Season,12/24,,Jacksonville,3:05PM,4:05PM,Regular Season,12/31,,New Orleans,12:00PM,1:00PM,Regular Season,01/07,@,Carolina,TBD,TBD
without,Central,Tampa Bay,Regular Season,09/10,@,Minnesota,12:00PM,1:00PM,Regular Season,09/17,,Chicago,12:00PM,1:00PM,Regular Season,09/25,,Philadelphia,6:15PM,7:15PM,Regular Season,10/01,@,New Orleans,12:00PM,1:00PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,,Detroit,12:00PM,1:00PM,Regular Season,10/22,,Atlanta,12:00PM,1:00PM,Regular Season,10/26,@,Buffalo,7:15PM,8:15PM,Regular Season,11/05,@,Houston,12:00PM,1:00PM,Regular Season,11/12,,Tennessee,12:00PM,1:00PM,Regular Season,11/19,@,San Francisco,3:05PM,4:05PM,Regular Season,11/26,@,Indianapolis,12:00PM,1:00PM,Regular Season,12/03,,Carolina,12:00PM,1:00PM,Regular Season,12/10,@,Atlanta,12:00PM,1:00PM,Regular Season,12/17,@,Green Bay,12:00PM,1:00PM,Regular Season,12/24,,Jacksonville,3:05PM,4:05PM,Regular Season,12/31,,New Orleans,12:00PM,1:00PM,Regular Season,01/07,@,Carolina,TBD,TBD,,,,,,,,,,,,
with,Mountain,Tampa Bay,Preseason,08/11,,Pittsburgh,5:00PM,7:00PM,Preseason,08/19,,New York (J),5:00PM,7:00PM,Preseason,08/26,,Baltimore,5:00PM,7:00PM,Regular Season,09/10,@,Minnesota,11:00AM,1:00PM,Regular Season,09/17,,Chicago,11:00AM,1:00PM,Regular Season,09/25,,Philadelphia,5:15PM,7:15PM,Regular Season,10/01,@,New Orleans,11:00AM,1:00PM,Regular Season,10/15,,Detroit,11:00AM,1:00PM,Regular Season,10/22,,Atlanta,11:00AM,1:00PM,Regular Season,10/26,@,Buffalo,6:15PM,8:15PM,Regular Season,11/05,@,Houston,11:00AM,1:00PM,Regular Season,11/12,,Tennessee,11:00AM,1:00PM,Regular Season,11/19,@,San Francisco,2:05PM,4:05PM,Regular Season,11/26,@,Indianapolis,11:00AM,1:00PM,Regular Season,12/03,,Carolina,11:00AM,1:00PM,Regular Season,12/10,@,Atlanta,11:00AM,1:00PM,Regular Season,12/17,@,Green Bay,11:00AM,1:00PM,Regular Season,12/24,,Jacksonville,2:05PM,4:05PM,Regular Season,12/31,,New Orleans,11:00AM,1:00PM,Regular Season,01/07,@,Carolina,TBD,TBD
without,Mountain,Tampa Bay,Regular Season,09/10,@,Minnesota,11:00AM,1:00PM,Regular Season,09/17,,Chicago,11:00AM,1:00PM,Regular Season,09/25,,Philadelphia,5:15PM,7:15PM,Regular Season,10/01,@,New Orleans,11:00AM,1:00PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,,Detroit,11:00AM,1:00PM,Regular Season,10/22,,Atlanta,11:00AM,1:00PM,Regular Season,10/26,@,Buffalo,6:15PM,8:15PM,Regular Season,11/05,@,Houston,11:00AM,1:00PM,Regular Season,11/12,,Tennessee,11:00AM,1:00PM,Regular Season,11/19,@,San Francisco,2:05PM,4:05PM,Regular Season,11/26,@,Indianapolis,11:00AM,1:00PM,Regular Season,12/03,,Carolina,11:00AM,1:00PM,Regular Season,12/10,@,Atlanta,11:00AM,1:00PM,Regular Season,12/17,@,Green Bay,11:00AM,1:00PM,Regular Season,12/24,,Jacksonville,2:05PM,4:05PM,Regular Season,12/31,,New Orleans,11:00AM,1:00PM,Regular Season,01/07,@,Carolina,TBD,TBD,,,,,,,,,,,,
with,Pacific,Tampa Bay,Preseason,08/11,,Pittsburgh,4:00PM,7:00PM,Preseason,08/19,,New York (J),4:00PM,7:00PM,Preseason,08/26,,Baltimore,4:00PM,7:00PM,Regular Season,09/10,@,Minnesota,10:00AM,1:00PM,Regular Season,09/17,,Chicago,10:00AM,1:00PM,Regular Season,09/25,,Philadelphia,4:15PM,7:15PM,Regular Season,10/01,@,New Orleans,10:00AM,1:00PM,Regular Season,10/15,,Detroit,10:00AM,1:00PM,Regular Season,10/22,,Atlanta,10:00AM,1:00PM,Regular Season,10/26,@,Buffalo,5:15PM,8:15PM,Regular Season,11/05,@,Houston,10:00AM,1:00PM,Regular Season,11/12,,Tennessee,10:00AM,1:00PM,Regular Season,11/19,@,San Francisco,1:05PM,4:05PM,Regular Season,11/26,@,Indianapolis,10:00AM,1:00PM,Regular Season,12/03,,Carolina,10:00AM,1:00PM,Regular Season,12/10,@,Atlanta,10:00AM,1:00PM,Regular Season,12/17,@,Green Bay,10:00AM,1:00PM,Regular Season,12/24,,Jacksonville,1:05PM,4:05PM,Regular Season,12/31,,New Orleans,10:00AM,1:00PM,Regular Season,01/07,@,Carolina,TBD,TBD
without,Pacific,Tampa Bay,Regular Season,09/10,@,Minnesota,10:00AM,1:00PM,Regular Season,09/17,,Chicago,10:00AM,1:00PM,Regular Season,09/25,,Philadelphia,4:15PM,7:15PM,Regular Season,10/01,@,New Orleans,10:00AM,1:00PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,,Detroit,10:00AM,1:00PM,Regular Season,10/22,,Atlanta,10:00AM,1:00PM,Regular Season,10/26,@,Buffalo,5:15PM,8:15PM,Regular Season,11/05,@,Houston,10:00AM,1:00PM,Regular Season,11/12,,Tennessee,10:00AM,1:00PM,Regular Season,11/19,@,San Francisco,1:05PM,4:05PM,Regular Season,11/26,@,Indianapolis,10:00AM,1:00PM,Regular Season,12/03,,Carolina,10:00AM,1:00PM,Regular Season,12/10,@,Atlanta,10:00AM,1:00PM,Regular Season,12/17,@,Green Bay,10:00AM,1:00PM,Regular Season,12/24,,Jacksonville,1:05PM,4:05PM,Regular Season,12/31,,New Orleans,10:00AM,1:00PM,Regular Season,01/07,@,Carolina,TBD,TBD,,,,,,,,,,,,
