preseason,time zone,tm,season1,d1,a1,g1,z1,t1,season2,d2,a2,g2,z2,t2,season3,d3,a3,g3,z3,t3,season4,d4,a4,g4,z4,t4,season5,d5,a5,g5,z5,t5,season6,d6,a6,g6,z6,t6,season7,d7,a7,g7,z7,t7,season8,d8,a8,g8,z8,t8,season9,d9,a9,g9,z9,t9,season10,d10,a10,g10,z10,t10,season11,d11,a11,g11,z11,t11,season12,d12,a12,g12,z12,t12,season13,d13,a13,g13,z13,t13,season14,d14,a14,g14,z14,t14,season15,d15,a15,g15,z15,t15,season16,d16,a16,g16,z16,t16,season17,d17,a17,g17,z17,t17,season18,d18,a18,g18,z18,t18,season19,d19,a19,g19,z19,t19,season20,d20,a20,g20,z20,t20
with,Pacific,Seattle,Preseason,08/19,,Dallas,7:00PM,10:00PM,Preseason,08/26,@,Green Bay,10:00AM,1:00PM,Regular Season,09/10,,Los Angeles (R),1:25PM,4:25PM,Regular Season,09/17,@,Detroit,10:00AM,1:00PM,Regular Season,09/24,,Carolina,1:05PM,4:05PM,Regular Season,10/02,@,New York (G),5:15PM,8:15PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,@,Cincinnati,10:00AM,1:00PM,Regular Season,10/22,,Arizona,1:05PM,4:05PM,Regular Season,10/29,,Cleveland,1:05PM,4:05PM,Regular Season,11/05,@,Baltimore,10:00AM,1:00PM,Regular Season,11/12,,Washington,1:25PM,4:25PM,Regular Season,11/19,@,Los Angeles (R),1:25PM,4:25PM,Regular Season,11/23,,San Francisco,5:20PM,8:20PM,Regular Season,11/30,@,Dallas,5:15PM,8:15PM,Regular Season,12/10,@,San Francisco,1:05PM,4:05PM,Regular Season,12/17,,Philadelphia,1:25PM,4:25PM,Regular Season,12/24,@,Tennessee,10:00AM,1:00PM,Regular Season,12/31,,Pittsburgh,1:05PM,4:05PM,Regular Season,01/07,@,Arizona,TBD,TBD
without,Pacific,Seattle,Regular Season,09/10,,Los Angeles (R),1:25PM,4:25PM,Regular Season,09/17,@,Detroit,10:00AM,1:00PM,Regular Season,09/24,,Carolina,1:05PM,4:05PM,Regular Season,10/02,@,New York (G),5:15PM,8:15PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,@,Cincinnati,10:00AM,1:00PM,Regular Season,10/22,,Arizona,1:05PM,4:05PM,Regular Season,10/29,,Cleveland,1:05PM,4:05PM,Regular Season,11/05,@,Baltimore,10:00AM,1:00PM,Regular Season,11/12,,Washington,1:25PM,4:25PM,Regular Season,11/19,@,Los Angeles (R),1:25PM,4:25PM,Regular Season,11/23,,San Francisco,5:20PM,8:20PM,Regular Season,11/30,@,Dallas,5:15PM,8:15PM,Regular Season,12/10,@,San Francisco,1:05PM,4:05PM,Regular Season,12/17,,Philadelphia,1:25PM,4:25PM,Regular Season,12/24,@,Tennessee,10:00AM,1:00PM,Regular Season,12/31,,Pittsburgh,1:05PM,4:05PM,Regular Season,01/07,@,Arizona,TBD,TBD,,,,,,,,,,,,
with,Mountain,Seattle,Preseason,08/19,,Dallas,8:00PM,10:00PM,Preseason,08/26,@,Green Bay,11:00AM,1:00PM,Regular Season,09/10,,Los Angeles (R),2:25PM,4:25PM,Regular Season,09/17,@,Detroit,11:00AM,1:00PM,Regular Season,09/24,,Carolina,2:05PM,4:05PM,Regular Season,10/02,@,New York (G),6:15PM,8:15PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,@,Cincinnati,11:00AM,1:00PM,Regular Season,10/22,,Arizona,2:05PM,4:05PM,Regular Season,10/29,,Cleveland,2:05PM,4:05PM,Regular Season,11/05,@,Baltimore,11:00AM,1:00PM,Regular Season,11/12,,Washington,2:25PM,4:25PM,Regular Season,11/19,@,Los Angeles (R),2:25PM,4:25PM,Regular Season,11/23,,San Francisco,6:20PM,8:20PM,Regular Season,11/30,@,Dallas,6:15PM,8:15PM,Regular Season,12/10,@,San Francisco,2:05PM,4:05PM,Regular Season,12/17,,Philadelphia,2:25PM,4:25PM,Regular Season,12/24,@,Tennessee,11:00AM,1:00PM,Regular Season,12/31,,Pittsburgh,2:05PM,4:05PM,Regular Season,01/07,@,Arizona,TBD,TBD
without,Mountain,Seattle,Regular Season,09/10,,Los Angeles (R),2:25PM,4:25PM,Regular Season,09/17,@,Detroit,11:00AM,1:00PM,Regular Season,09/24,,Carolina,2:05PM,4:05PM,Regular Season,10/02,@,New York (G),6:15PM,8:15PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,@,Cincinnati,11:00AM,1:00PM,Regular Season,10/22,,Arizona,2:05PM,4:05PM,Regular Season,10/29,,Cleveland,2:05PM,4:05PM,Regular Season,11/05,@,Baltimore,11:00AM,1:00PM,Regular Season,11/12,,Washington,2:25PM,4:25PM,Regular Season,11/19,@,Los Angeles (R),2:25PM,4:25PM,Regular Season,11/23,,San Francisco,6:20PM,8:20PM,Regular Season,11/30,@,Dallas,6:15PM,8:15PM,Regular Season,12/10,@,San Francisco,2:05PM,4:05PM,Regular Season,12/17,,Philadelphia,2:25PM,4:25PM,Regular Season,12/24,@,Tennessee,11:00AM,1:00PM,Regular Season,12/31,,Pittsburgh,2:05PM,4:05PM,Regular Season,01/07,@,Arizona,TBD,TBD,,,,,,,,,,,,
with,Central,Seattle,Preseason,08/19,,Dallas,9:00PM,10:00PM,Preseason,08/26,@,Green Bay,12:00PM,1:00PM,Regular Season,09/10,,Los Angeles (R),3:25PM,4:25PM,Regular Season,09/17,@,Detroit,12:00PM,1:00PM,Regular Season,09/24,,Carolina,3:05PM,4:05PM,Regular Season,10/02,@,New York (G),7:15PM,8:15PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,@,Cincinnati,12:00PM,1:00PM,Regular Season,10/22,,Arizona,3:05PM,4:05PM,Regular Season,10/29,,Cleveland,3:05PM,4:05PM,Regular Season,11/05,@,Baltimore,12:00PM,1:00PM,Regular Season,11/12,,Washington,3:25PM,4:25PM,Regular Season,11/19,@,Los Angeles (R),3:25PM,4:25PM,Regular Season,11/23,,San Francisco,7:20PM,8:20PM,Regular Season,11/30,@,Dallas,7:15PM,8:15PM,Regular Season,12/10,@,San Francisco,3:05PM,4:05PM,Regular Season,12/17,,Philadelphia,3:25PM,4:25PM,Regular Season,12/24,@,Tennessee,12:00PM,1:00PM,Regular Season,12/31,,Pittsburgh,3:05PM,4:05PM,Regular Season,01/07,@,Arizona,TBD,TBD
without,Central,Seattle,Regular Season,09/10,,Los Angeles (R),3:25PM,4:25PM,Regular Season,09/17,@,Detroit,12:00PM,1:00PM,Regular Season,09/24,,Carolina,3:05PM,4:05PM,Regular Season,10/02,@,New York (G),7:15PM,8:15PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,@,Cincinnati,12:00PM,1:00PM,Regular Season,10/22,,Arizona,3:05PM,4:05PM,Regular Season,10/29,,Cleveland,3:05PM,4:05PM,Regular Season,11/05,@,Baltimore,12:00PM,1:00PM,Regular Season,11/12,,Washington,3:25PM,4:25PM,Regular Season,11/19,@,Los Angeles (R),3:25PM,4:25PM,Regular Season,11/23,,San Francisco,7:20PM,8:20PM,Regular Season,11/30,@,Dallas,7:15PM,8:15PM,Regular Season,12/10,@,San Francisco,3:05PM,4:05PM,Regular Season,12/17,,Philadelphia,3:25PM,4:25PM,Regular Season,12/24,@,Tennessee,12:00PM,1:00PM,Regular Season,12/31,,Pittsburgh,3:05PM,4:05PM,Regular Season,01/07,@,Arizona,TBD,TBD,,,,,,,,,,,,
with,Eastern,Seattle,Preseason,08/19,,Dallas,10:00PM,10:00PM,Preseason,08/26,@,Green Bay,1:00PM,1:00PM,Regular Season,09/10,,Los Angeles (R),4:25PM,4:25PM,Regular Season,09/17,@,Detroit,1:00PM,1:00PM,Regular Season,09/24,,Carolina,4:05PM,4:05PM,Regular Season,10/02,@,New York (G),8:15PM,8:15PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,@,Cincinnati,1:00PM,1:00PM,Regular Season,10/22,,Arizona,4:05PM,4:05PM,Regular Season,10/29,,Cleveland,4:05PM,4:05PM,Regular Season,11/05,@,Baltimore,1:00PM,1:00PM,Regular Season,11/12,,Washington,4:25PM,4:25PM,Regular Season,11/19,@,Los Angeles (R),4:25PM,4:25PM,Regular Season,11/23,,San Francisco,8:20PM,8:20PM,Regular Season,11/30,@,Dallas,8:15PM,8:15PM,Regular Season,12/10,@,San Francisco,4:05PM,4:05PM,Regular Season,12/17,,Philadelphia,4:25PM,4:25PM,Regular Season,12/24,@,Tennessee,1:00PM,1:00PM,Regular Season,12/31,,Pittsburgh,4:05PM,4:05PM,Regular Season,01/07,@,Arizona,TBD,TBD
without,Eastern,Seattle,Regular Season,09/10,,Los Angeles (R),4:25PM,4:25PM,Regular Season,09/17,@,Detroit,1:00PM,1:00PM,Regular Season,09/24,,Carolina,4:05PM,4:05PM,Regular Season,10/02,@,New York (G),8:15PM,8:15PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,@,Cincinnati,1:00PM,1:00PM,Regular Season,10/22,,Arizona,4:05PM,4:05PM,Regular Season,10/29,,Cleveland,4:05PM,4:05PM,Regular Season,11/05,@,Baltimore,1:00PM,1:00PM,Regular Season,11/12,,Washington,4:25PM,4:25PM,Regular Season,11/19,@,Los Angeles (R),4:25PM,4:25PM,Regular Season,11/23,,San Francisco,8:20PM,8:20PM,Regular Season,11/30,@,Dallas,8:15PM,8:15PM,Regular Season,12/10,@,San Francisco,4:05PM,4:05PM,Regular Season,12/17,,Philadelphia,4:25PM,4:25PM,Regular Season,12/24,@,Tennessee,1:00PM,1:00PM,Regular Season,12/31,,Pittsburgh,4:05PM,4:05PM,Regular Season,01/07,@,Arizona,TBD,TBD,,,,,,,,,,,,
