preseason,time zone,tm,season1,d1,a1,g1,z1,t1,season2,d2,a2,g2,z2,t2,season3,d3,a3,g3,z3,t3,season4,d4,a4,g4,z4,t4,season5,d5,a5,g5,z5,t5,season6,d6,a6,g6,z6,t6,season7,d7,a7,g7,z7,t7,season8,d8,a8,g8,z8,t8,season9,d9,a9,g9,z9,t9,season10,d10,a10,g10,z10,t10,season11,d11,a11,g11,z11,t11,season12,d12,a12,g12,z12,t12,season13,d13,a13,g13,z13,t13,season14,d14,a14,g14,z14,t14,season15,d15,a15,g15,z15,t15,season16,d16,a16,g16,z16,t16,season17,d17,a17,g17,z17,t17,season18,d18,a18,g18,z18,t18,season19,d19,a19,g19,z19,t19,season20,d20,a20,g20,z20,t20
with,Eastern,Cleveland,Preseason,08/11,,Washington,7:30PM,7:30PM,Preseason,08/17,@,Philadelphia,7:30PM,7:30PM,Preseason,08/26,@,Kansas City,1:00PM,1:00PM,Regular Season,09/10,,Cincinnati,1:00PM,1:00PM,Regular Season,09/18,@,Pittsburgh,8:15PM,8:15PM,Regular Season,09/24,,Tennessee,1:00PM,1:00PM,Regular Season,10/01,,Baltimore,1:00PM,1:00PM,Regular Season,10/15,,San Francisco,1:00PM,1:00PM,Regular Season,10/22,@,Indianapolis,1:00PM,1:00PM,Regular Season,10/29,@,Seattle,4:05PM,4:05PM,Regular Season,11/05,,Arizona,1:00PM,1:00PM,Regular Season,11/12,@,Baltimore,1:00PM,1:00PM,Regular Season,11/19,,Pittsburgh,1:00PM,1:00PM,Regular Season,11/26,@,Denver,4:05PM,4:05PM,Regular Season,12/03,@,Los Angeles (R),4:25PM,4:25PM,Regular Season,12/10,,Jacksonville,1:00PM,1:00PM,Regular Season,12/17,,Chicago,TBD,TBD,Regular Season,12/24,@,Houston,1:00PM,1:00PM,Regular Season,12/28,,New York (J),8:15PM,8:15PM,Regular Season,01/07,@,Cincinnati,TBD,TBD
without,Eastern,Cleveland,Regular Season,09/10,,Cincinnati,1:00PM,1:00PM,Regular Season,09/18,@,Pittsburgh,8:15PM,8:15PM,Regular Season,09/24,,Tennessee,1:00PM,1:00PM,Regular Season,10/01,,Baltimore,1:00PM,1:00PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,,San Francisco,1:00PM,1:00PM,Regular Season,10/22,@,Indianapolis,1:00PM,1:00PM,Regular Season,10/29,@,Seattle,4:05PM,4:05PM,Regular Season,11/05,,Arizona,1:00PM,1:00PM,Regular Season,11/12,@,Baltimore,1:00PM,1:00PM,Regular Season,11/19,,Pittsburgh,1:00PM,1:00PM,Regular Season,11/26,@,Denver,4:05PM,4:05PM,Regular Season,12/03,@,Los Angeles (R),4:25PM,4:25PM,Regular Season,12/10,,Jacksonville,1:00PM,1:00PM,Regular Season,12/17,,Chicago,TBD,TBD,Regular Season,12/24,@,Houston,1:00PM,1:00PM,Regular Season,12/28,,New York (J),8:15PM,8:15PM,Regular Season,01/07,@,Cincinnati,TBD,TBD,,,,,,,,,,,,
with,Central,Cleveland,Preseason,08/11,,Washington,6:30PM,7:30PM,Preseason,08/17,@,Philadelphia,6:30PM,7:30PM,Preseason,08/26,@,Kansas City,12:00PM,1:00PM,Regular Season,09/10,,Cincinnati,12:00PM,1:00PM,Regular Season,09/18,@,Pittsburgh,7:15PM,8:15PM,Regular Season,09/24,,Tennessee,12:00PM,1:00PM,Regular Season,10/01,,Baltimore,12:00PM,1:00PM,Regular Season,10/15,,San Francisco,12:00PM,1:00PM,Regular Season,10/22,@,Indianapolis,12:00PM,1:00PM,Regular Season,10/29,@,Seattle,3:05PM,4:05PM,Regular Season,11/05,,Arizona,12:00PM,1:00PM,Regular Season,11/12,@,Baltimore,12:00PM,1:00PM,Regular Season,11/19,,Pittsburgh,12:00PM,1:00PM,Regular Season,11/26,@,Denver,3:05PM,4:05PM,Regular Season,12/03,@,Los Angeles (R),3:25PM,4:25PM,Regular Season,12/10,,Jacksonville,12:00PM,1:00PM,Regular Season,12/17,,Chicago,TBD,TBD,Regular Season,12/24,@,Houston,12:00PM,1:00PM,Regular Season,12/28,,New York (J),7:15PM,8:15PM,Regular Season,01/07,@,Cincinnati,TBD,TBD
without,Central,Cleveland,Regular Season,09/10,,Cincinnati,12:00PM,1:00PM,Regular Season,09/18,@,Pittsburgh,7:15PM,8:15PM,Regular Season,09/24,,Tennessee,12:00PM,1:00PM,Regular Season,10/01,,Baltimore,12:00PM,1:00PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,,San Francisco,12:00PM,1:00PM,Regular Season,10/22,@,Indianapolis,12:00PM,1:00PM,Regular Season,10/29,@,Seattle,3:05PM,4:05PM,Regular Season,11/05,,Arizona,12:00PM,1:00PM,Regular Season,11/12,@,Baltimore,12:00PM,1:00PM,Regular Season,11/19,,Pittsburgh,12:00PM,1:00PM,Regular Season,11/26,@,Denver,3:05PM,4:05PM,Regular Season,12/03,@,Los Angeles (R),3:25PM,4:25PM,Regular Season,12/10,,Jacksonville,12:00PM,1:00PM,Regular Season,12/17,,Chicago,TBD,TBD,Regular Season,12/24,@,Houston,12:00PM,1:00PM,Regular Season,12/28,,New York (J),7:15PM,8:15PM,Regular Season,01/07,@,Cincinnati,TBD,TBD,,,,,,,,,,,,
with,Mountain,Cleveland,Preseason,08/11,,Washington,5:30PM,7:30PM,Preseason,08/17,@,Philadelphia,5:30PM,7:30PM,Preseason,08/26,@,Kansas City,11:00AM,1:00PM,Regular Season,09/10,,Cincinnati,11:00AM,1:00PM,Regular Season,09/18,@,Pittsburgh,6:15PM,8:15PM,Regular Season,09/24,,Tennessee,11:00AM,1:00PM,Regular Season,10/01,,Baltimore,11:00AM,1:00PM,Regular Season,10/15,,San Francisco,11:00AM,1:00PM,Regular Season,10/22,@,Indianapolis,11:00AM,1:00PM,Regular Season,10/29,@,Seattle,2:05PM,4:05PM,Regular Season,11/05,,Arizona,11:00AM,1:00PM,Regular Season,11/12,@,Baltimore,11:00AM,1:00PM,Regular Season,11/19,,Pittsburgh,11:00AM,1:00PM,Regular Season,11/26,@,Denver,2:05PM,4:05PM,Regular Season,12/03,@,Los Angeles (R),2:25PM,4:25PM,Regular Season,12/10,,Jacksonville,11:00AM,1:00PM,Regular Season,12/17,,Chicago,TBD,TBD,Regular Season,12/24,@,Houston,11:00AM,1:00PM,Regular Season,12/28,,New York (J),6:15PM,8:15PM,Regular Season,01/07,@,Cincinnati,TBD,TBD
without,Mountain,Cleveland,Regular Season,09/10,,Cincinnati,11:00AM,1:00PM,Regular Season,09/18,@,Pittsburgh,6:15PM,8:15PM,Regular Season,09/24,,Tennessee,11:00AM,1:00PM,Regular Season,10/01,,Baltimore,11:00AM,1:00PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,,San Francisco,11:00AM,1:00PM,Regular Season,10/22,@,Indianapolis,11:00AM,1:00PM,Regular Season,10/29,@,Seattle,2:05PM,4:05PM,Regular Season,11/05,,Arizona,11:00AM,1:00PM,Regular Season,11/12,@,Baltimore,11:00AM,1:00PM,Regular Season,11/19,,Pittsburgh,11:00AM,1:00PM,Regular Season,11/26,@,Denver,2:05PM,4:05PM,Regular Season,12/03,@,Los Angeles (R),2:25PM,4:25PM,Regular Season,12/10,,Jacksonville,11:00AM,1:00PM,Regular Season,12/17,,Chicago,TBD,TBD,Regular Season,12/24,@,Houston,11:00AM,1:00PM,Regular Season,12/28,,New York (J),6:15PM,8:15PM,Regular Season,01/07,@,Cincinnati,TBD,TBD,,,,,,,,,,,,
with,Pacific,Cleveland,Preseason,08/11,,Washington,4:30PM,7:30PM,Preseason,08/17,@,Philadelphia,4:30PM,7:30PM,Preseason,08/26,@,Kansas City,10:00AM,1:00PM,Regular Season,09/10,,Cincinnati,10:00AM,1:00PM,Regular Season,09/18,@,Pittsburgh,5:15PM,8:15PM,Regular Season,09/24,,Tennessee,10:00AM,1:00PM,Regular Season,10/01,,Baltimore,10:00AM,1:00PM,Regular Season,10/15,,San Francisco,10:00AM,1:00PM,Regular Season,10/22,@,Indianapolis,10:00AM,1:00PM,Regular Season,10/29,@,Seattle,1:05PM,4:05PM,Regular Season,11/05,,Arizona,10:00AM,1:00PM,Regular Season,11/12,@,Baltimore,10:00AM,1:00PM,Regular Season,11/19,,Pittsburgh,10:00AM,1:00PM,Regular Season,11/26,@,Denver,1:05PM,4:05PM,Regular Season,12/03,@,Los Angeles (R),1:25PM,4:25PM,Regular Season,12/10,,Jacksonville,10:00AM,1:00PM,Regular Season,12/17,,Chicago,TBD,TBD,Regular Season,12/24,@,Houston,10:00AM,1:00PM,Regular Season,12/28,,New York (J),5:15PM,8:15PM,Regular Season,01/07,@,Cincinnati,TBD,TBD
without,Pacific,Cleveland,Regular Season,09/10,,Cincinnati,10:00AM,1:00PM,Regular Season,09/18,@,Pittsburgh,5:15PM,8:15PM,Regular Season,09/24,,Tennessee,10:00AM,1:00PM,Regular Season,10/01,,Baltimore,10:00AM,1:00PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,10/15,,San Francisco,10:00AM,1:00PM,Regular Season,10/22,@,Indianapolis,10:00AM,1:00PM,Regular Season,10/29,@,Seattle,1:05PM,4:05PM,Regular Season,11/05,,Arizona,10:00AM,1:00PM,Regular Season,11/12,@,Baltimore,10:00AM,1:00PM,Regular Season,11/19,,Pittsburgh,10:00AM,1:00PM,Regular Season,11/26,@,Denver,1:05PM,4:05PM,Regular Season,12/03,@,Los Angeles (R),1:25PM,4:25PM,Regular Season,12/10,,Jacksonville,10:00AM,1:00PM,Regular Season,12/17,,Chicago,TBD,TBD,Regular Season,12/24,@,Houston,10:00AM,1:00PM,Regular Season,12/28,,New York (J),5:15PM,8:15PM,Regular Season,01/07,@,Cincinnati,TBD,TBD,,,,,,,,,,,,
