preseason,time zone,tm,season1,d1,a1,g1,z1,t1,season2,d2,a2,g2,z2,t2,season3,d3,a3,g3,z3,t3,season4,d4,a4,g4,z4,t4,season5,d5,a5,g5,z5,t5,season6,d6,a6,g6,z6,t6,season7,d7,a7,g7,z7,t7,season8,d8,a8,g8,z8,t8,season9,d9,a9,g9,z9,t9,season10,d10,a10,g10,z10,t10,season11,d11,a11,g11,z11,t11,season12,d12,a12,g12,z12,t12,season13,d13,a13,g13,z13,t13,season14,d14,a14,g14,z14,t14,season15,d15,a15,g15,z15,t15,season16,d16,a16,g16,z16,t16,season17,d17,a17,g17,z17,t17,season18,d18,a18,g18,z18,t18,season19,d19,a19,g19,z19,t19,season20,d20,a20,g20,z20,t20
with,Central,Kansas City,Preseason,08/13,@,New Orleans,12:00PM,1:00PM,Preseason,08/19,@,Arizona,7:00PM,8:00PM,Preseason,08/26,,Cleveland,12:00PM,1:00PM,Regular Season,09/07,,Detroit,7:20PM,8:20PM,Regular Season,09/17,@,Jacksonville,12:00PM,1:00PM,Regular Season,09/24,,Chicago,3:25PM,4:25PM,Regular Season,10/01,@,New York (J),7:20PM,8:20PM,Regular Season,10/08,@,Minnesota,3:25PM,4:25PM,Regular Season,10/12,,Denver,7:15PM,8:15PM,Regular Season,10/22,,Los Angeles (C),3:25PM,4:25PM,Regular Season,10/29,@,Denver,3:25PM,4:25PM,Regular Season,11/05,,Miami,8:30AM,9:30AM,Regular Season,11/20,,Philadelphia,7:15PM,8:15PM,Regular Season,11/26,@,Las Vegas,3:25PM,4:25PM,Regular Season,12/03,@,Green Bay,7:20PM,8:20PM,Regular Season,12/10,,Buffalo,3:25PM,4:25PM,Regular Season,12/18,@,New England,7:15PM,8:15PM,Regular Season,12/25,,Las Vegas,12:00PM,1:00PM,Regular Season,12/31,,Cincinnati,3:25PM,4:25PM,Regular Season,01/07,@,Los Angeles (C),TBD,TBD
without,Central,Kansas City,Regular Season,09/07,,Detroit,7:20PM,8:20PM,Regular Season,09/17,@,Jacksonville,12:00PM,1:00PM,Regular Season,09/24,,Chicago,3:25PM,4:25PM,Regular Season,10/01,@,New York (J),7:20PM,8:20PM,Regular Season,10/08,@,Minnesota,3:25PM,4:25PM,Regular Season,10/12,,Denver,7:15PM,8:15PM,Regular Season,10/22,,Los Angeles (C),3:25PM,4:25PM,Regular Season,10/29,@,Denver,3:25PM,4:25PM,Regular Season,11/05,,Miami,8:30AM,9:30AM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,11/20,,Philadelphia,7:15PM,8:15PM,Regular Season,11/26,@,Las Vegas,3:25PM,4:25PM,Regular Season,12/03,@,Green Bay,7:20PM,8:20PM,Regular Season,12/10,,Buffalo,3:25PM,4:25PM,Regular Season,12/18,@,New England,7:15PM,8:15PM,Regular Season,12/25,,Las Vegas,12:00PM,1:00PM,Regular Season,12/31,,Cincinnati,3:25PM,4:25PM,Regular Season,01/07,@,Los Angeles (C),TBD,TBD,,,,,,,,,,,,
with,Eastern,Kansas City,Preseason,08/13,@,New Orleans,1:00PM,1:00PM,Preseason,08/19,@,Arizona,8:00PM,8:00PM,Preseason,08/26,,Cleveland,1:00PM,1:00PM,Regular Season,09/07,,Detroit,8:20PM,8:20PM,Regular Season,09/17,@,Jacksonville,1:00PM,1:00PM,Regular Season,09/24,,Chicago,4:25PM,4:25PM,Regular Season,10/01,@,New York (J),8:20PM,8:20PM,Regular Season,10/08,@,Minnesota,4:25PM,4:25PM,Regular Season,10/12,,Denver,8:15PM,8:15PM,Regular Season,10/22,,Los Angeles (C),4:25PM,4:25PM,Regular Season,10/29,@,Denver,4:25PM,4:25PM,Regular Season,11/05,,Miami,9:30AM,9:30AM,Regular Season,11/20,,Philadelphia,8:15PM,8:15PM,Regular Season,11/26,@,Las Vegas,4:25PM,4:25PM,Regular Season,12/03,@,Green Bay,8:20PM,8:20PM,Regular Season,12/10,,Buffalo,4:25PM,4:25PM,Regular Season,12/18,@,New England,8:15PM,8:15PM,Regular Season,12/25,,Las Vegas,1:00PM,1:00PM,Regular Season,12/31,,Cincinnati,4:25PM,4:25PM,Regular Season,01/07,@,Los Angeles (C),TBD,TBD
without,Eastern,Kansas City,Regular Season,09/07,,Detroit,8:20PM,8:20PM,Regular Season,09/17,@,Jacksonville,1:00PM,1:00PM,Regular Season,09/24,,Chicago,4:25PM,4:25PM,Regular Season,10/01,@,New York (J),8:20PM,8:20PM,Regular Season,10/08,@,Minnesota,4:25PM,4:25PM,Regular Season,10/12,,Denver,8:15PM,8:15PM,Regular Season,10/22,,Los Angeles (C),4:25PM,4:25PM,Regular Season,10/29,@,Denver,4:25PM,4:25PM,Regular Season,11/05,,Miami,9:30AM,9:30AM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,11/20,,Philadelphia,8:15PM,8:15PM,Regular Season,11/26,@,Las Vegas,4:25PM,4:25PM,Regular Season,12/03,@,Green Bay,8:20PM,8:20PM,Regular Season,12/10,,Buffalo,4:25PM,4:25PM,Regular Season,12/18,@,New England,8:15PM,8:15PM,Regular Season,12/25,,Las Vegas,1:00PM,1:00PM,Regular Season,12/31,,Cincinnati,4:25PM,4:25PM,Regular Season,01/07,@,Los Angeles (C),TBD,TBD,,,,,,,,,,,,
with,Mountain,Kansas City,Preseason,08/13,@,New Orleans,11:00AM,1:00PM,Preseason,08/19,@,Arizona,6:00PM,8:00PM,Preseason,08/26,,Cleveland,11:00AM,1:00PM,Regular Season,09/07,,Detroit,6:20PM,8:20PM,Regular Season,09/17,@,Jacksonville,11:00AM,1:00PM,Regular Season,09/24,,Chicago,2:25PM,4:25PM,Regular Season,10/01,@,New York (J),6:20PM,8:20PM,Regular Season,10/08,@,Minnesota,2:25PM,4:25PM,Regular Season,10/12,,Denver,6:15PM,8:15PM,Regular Season,10/22,,Los Angeles (C),2:25PM,4:25PM,Regular Season,10/29,@,Denver,2:25PM,4:25PM,Regular Season,11/05,,Miami,7:30AM,9:30AM,Regular Season,11/20,,Philadelphia,6:15PM,8:15PM,Regular Season,11/26,@,Las Vegas,2:25PM,4:25PM,Regular Season,12/03,@,Green Bay,6:20PM,8:20PM,Regular Season,12/10,,Buffalo,2:25PM,4:25PM,Regular Season,12/18,@,New England,6:15PM,8:15PM,Regular Season,12/25,,Las Vegas,11:00AM,1:00PM,Regular Season,12/31,,Cincinnati,2:25PM,4:25PM,Regular Season,01/07,@,Los Angeles (C),TBD,TBD
without,Mountain,Kansas City,Regular Season,09/07,,Detroit,6:20PM,8:20PM,Regular Season,09/17,@,Jacksonville,11:00AM,1:00PM,Regular Season,09/24,,Chicago,2:25PM,4:25PM,Regular Season,10/01,@,New York (J),6:20PM,8:20PM,Regular Season,10/08,@,Minnesota,2:25PM,4:25PM,Regular Season,10/12,,Denver,6:15PM,8:15PM,Regular Season,10/22,,Los Angeles (C),2:25PM,4:25PM,Regular Season,10/29,@,Denver,2:25PM,4:25PM,Regular Season,11/05,,Miami,7:30AM,9:30AM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,11/20,,Philadelphia,6:15PM,8:15PM,Regular Season,11/26,@,Las Vegas,2:25PM,4:25PM,Regular Season,12/03,@,Green Bay,6:20PM,8:20PM,Regular Season,12/10,,Buffalo,2:25PM,4:25PM,Regular Season,12/18,@,New England,6:15PM,8:15PM,Regular Season,12/25,,Las Vegas,11:00AM,1:00PM,Regular Season,12/31,,Cincinnati,2:25PM,4:25PM,Regular Season,01/07,@,Los Angeles (C),TBD,TBD,,,,,,,,,,,,
with,Pacific,Kansas City,Preseason,08/13,@,New Orleans,10:00AM,1:00PM,Preseason,08/19,@,Arizona,5:00PM,8:00PM,Preseason,08/26,,Cleveland,10:00AM,1:00PM,Regular Season,09/07,,Detroit,5:20PM,8:20PM,Regular Season,09/17,@,Jacksonville,10:00AM,1:00PM,Regular Season,09/24,,Chicago,1:25PM,4:25PM,Regular Season,10/01,@,New York (J),5:20PM,8:20PM,Regular Season,10/08,@,Minnesota,1:25PM,4:25PM,Regular Season,10/12,,Denver,5:15PM,8:15PM,Regular Season,10/22,,Los Angeles (C),1:25PM,4:25PM,Regular Season,10/29,@,Denver,1:25PM,4:25PM,Regular Season,11/05,,Miami,6:30AM,9:30AM,Regular Season,11/20,,Philadelphia,5:15PM,8:15PM,Regular Season,11/26,@,Las Vegas,1:25PM,4:25PM,Regular Season,12/03,@,Green Bay,5:20PM,8:20PM,Regular Season,12/10,,Buffalo,1:25PM,4:25PM,Regular Season,12/18,@,New England,5:15PM,8:15PM,Regular Season,12/25,,Las Vegas,10:00AM,1:00PM,Regular Season,12/31,,Cincinnati,1:25PM,4:25PM,Regular Season,01/07,@,Los Angeles (C),TBD,TBD
without,Pacific,Kansas City,Regular Season,09/07,,Detroit,5:20PM,8:20PM,Regular Season,09/17,@,Jacksonville,10:00AM,1:00PM,Regular Season,09/24,,Chicago,1:25PM,4:25PM,Regular Season,10/01,@,New York (J),5:20PM,8:20PM,Regular Season,10/08,@,Minnesota,1:25PM,4:25PM,Regular Season,10/12,,Denver,5:15PM,8:15PM,Regular Season,10/22,,Los Angeles (C),1:25PM,4:25PM,Regular Season,10/29,@,Denver,1:25PM,4:25PM,Regular Season,11/05,,Miami,6:30AM,9:30AM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,11/20,,Philadelphia,5:15PM,8:15PM,Regular Season,11/26,@,Las Vegas,1:25PM,4:25PM,Regular Season,12/03,@,Green Bay,5:20PM,8:20PM,Regular Season,12/10,,Buffalo,1:25PM,4:25PM,Regular Season,12/18,@,New England,5:15PM,8:15PM,Regular Season,12/25,,Las Vegas,10:00AM,1:00PM,Regular Season,12/31,,Cincinnati,1:25PM,4:25PM,Regular Season,01/07,@,Los Angeles (C),TBD,TBD,,,,,,,,,,,,
