preseason,time zone,tm,season1,d1,a1,g1,z1,t1,season2,d2,a2,g2,z2,t2,season3,d3,a3,g3,z3,t3,season4,d4,a4,g4,z4,t4,season5,d5,a5,g5,z5,t5,season6,d6,a6,g6,z6,t6,season7,d7,a7,g7,z7,t7,season8,d8,a8,g8,z8,t8,season9,d9,a9,g9,z9,t9,season10,d10,a10,g10,z10,t10,season11,d11,a11,g11,z11,t11,season12,d12,a12,g12,z12,t12,season13,d13,a13,g13,z13,t13,season14,d14,a14,g14,z14,t14,season15,d15,a15,g15,z15,t15,season16,d16,a16,g16,z16,t16,season17,d17,a17,g17,z17,t17,season18,d18,a18,g18,z18,t18,season19,d19,a19,g19,z19,t19,season20,d20,a20,g20,z20,t20
with,Eastern,Baltimore,Preseason,08/11,,Philadelphia,7:00PM,7:00PM,Preseason,08/21,@,Washington,8:00PM,8:00PM,Preseason,08/26,@,Tampa Bay,7:00PM,7:00PM,Regular Season,09/10,,Houston,1:00PM,1:00PM,Regular Season,09/17,@,Cincinnati,1:00PM,1:00PM,Regular Season,09/24,,Indianapolis,1:00PM,1:00PM,Regular Season,10/01,@,Cleveland,1:00PM,1:00PM,Regular Season,10/08,@,Pittsburgh,1:00PM,1:00PM,Regular Season,10/15,,Tennessee,9:30AM,9:30AM,Regular Season,10/22,,Detroit,1:00PM,1:00PM,Regular Season,10/29,@,Arizona,4:25PM,4:25PM,Regular Season,11/05,,Seattle,1:00PM,1:00PM,Regular Season,11/12,,Cleveland,1:00PM,1:00PM,Regular Season,11/16,,Cincinnati,8:15PM,8:15PM,Regular Season,11/26,@,Los Angeles (C),8:20PM,8:20PM,Regular Season,12/10,,Los Angeles (R),1:00PM,1:00PM,Regular Season,12/17,@,Jacksonville,8:20PM,8:20PM,Regular Season,12/25,@,San Francisco,8:15PM,8:15PM,Regular Season,12/31,,Miami,1:00PM,1:00PM,Regular Season,01/07,,Pittsburgh,TBD,TBD
without,Eastern,Baltimore,Regular Season,09/10,,Houston,1:00PM,1:00PM,Regular Season,09/17,@,Cincinnati,1:00PM,1:00PM,Regular Season,09/24,,Indianapolis,1:00PM,1:00PM,Regular Season,10/01,@,Cleveland,1:00PM,1:00PM,Regular Season,10/08,@,Pittsburgh,1:00PM,1:00PM,Regular Season,10/15,,Tennessee,9:30AM,9:30AM,Regular Season,10/22,,Detroit,1:00PM,1:00PM,Regular Season,10/29,@,Arizona,4:25PM,4:25PM,Regular Season,11/05,,Seattle,1:00PM,1:00PM,Regular Season,11/12,,Cleveland,1:00PM,1:00PM,Regular Season,11/16,,Cincinnati,8:15PM,8:15PM,Regular Season,11/26,@,Los Angeles (C),8:20PM,8:20PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,12/10,,Los Angeles (R),1:00PM,1:00PM,Regular Season,12/17,@,Jacksonville,8:20PM,8:20PM,Regular Season,12/25,@,San Francisco,8:15PM,8:15PM,Regular Season,12/31,,Miami,1:00PM,1:00PM,Regular Season,01/07,,Pittsburgh,TBD,TBD,,,,,,,,,,,,
with,Central,Baltimore,Preseason,08/11,,Philadelphia,6:00PM,7:00PM,Preseason,08/21,@,Washington,7:00PM,8:00PM,Preseason,08/26,@,Tampa Bay,6:00PM,7:00PM,Regular Season,09/10,,Houston,12:00PM,1:00PM,Regular Season,09/17,@,Cincinnati,12:00PM,1:00PM,Regular Season,09/24,,Indianapolis,12:00PM,1:00PM,Regular Season,10/01,@,Cleveland,12:00PM,1:00PM,Regular Season,10/08,@,Pittsburgh,12:00PM,1:00PM,Regular Season,10/15,,Tennessee,8:30AM,9:30AM,Regular Season,10/22,,Detroit,12:00PM,1:00PM,Regular Season,10/29,@,Arizona,3:25PM,4:25PM,Regular Season,11/05,,Seattle,12:00PM,1:00PM,Regular Season,11/12,,Cleveland,12:00PM,1:00PM,Regular Season,11/16,,Cincinnati,7:15PM,8:15PM,Regular Season,11/26,@,Los Angeles (C),7:20PM,8:20PM,Regular Season,12/10,,Los Angeles (R),12:00PM,1:00PM,Regular Season,12/17,@,Jacksonville,7:20PM,8:20PM,Regular Season,12/25,@,San Francisco,7:15PM,8:15PM,Regular Season,12/31,,Miami,12:00PM,1:00PM,Regular Season,01/07,,Pittsburgh,TBD,TBD
without,Central,Baltimore,Regular Season,09/10,,Houston,12:00PM,1:00PM,Regular Season,09/17,@,Cincinnati,12:00PM,1:00PM,Regular Season,09/24,,Indianapolis,12:00PM,1:00PM,Regular Season,10/01,@,Cleveland,12:00PM,1:00PM,Regular Season,10/08,@,Pittsburgh,12:00PM,1:00PM,Regular Season,10/15,,Tennessee,8:30AM,9:30AM,Regular Season,10/22,,Detroit,12:00PM,1:00PM,Regular Season,10/29,@,Arizona,3:25PM,4:25PM,Regular Season,11/05,,Seattle,12:00PM,1:00PM,Regular Season,11/12,,Cleveland,12:00PM,1:00PM,Regular Season,11/16,,Cincinnati,7:15PM,8:15PM,Regular Season,11/26,@,Los Angeles (C),7:20PM,8:20PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,12/10,,Los Angeles (R),12:00PM,1:00PM,Regular Season,12/17,@,Jacksonville,7:20PM,8:20PM,Regular Season,12/25,@,San Francisco,7:15PM,8:15PM,Regular Season,12/31,,Miami,12:00PM,1:00PM,Regular Season,01/07,,Pittsburgh,TBD,TBD,,,,,,,,,,,,
with,Mountain,Baltimore,Preseason,08/11,,Philadelphia,5:00PM,7:00PM,Preseason,08/21,@,Washington,6:00PM,8:00PM,Preseason,08/26,@,Tampa Bay,5:00PM,7:00PM,Regular Season,09/10,,Houston,11:00AM,1:00PM,Regular Season,09/17,@,Cincinnati,11:00AM,1:00PM,Regular Season,09/24,,Indianapolis,11:00AM,1:00PM,Regular Season,10/01,@,Cleveland,11:00AM,1:00PM,Regular Season,10/08,@,Pittsburgh,11:00AM,1:00PM,Regular Season,10/15,,Tennessee,7:30AM,9:30AM,Regular Season,10/22,,Detroit,11:00AM,1:00PM,Regular Season,10/29,@,Arizona,2:25PM,4:25PM,Regular Season,11/05,,Seattle,11:00AM,1:00PM,Regular Season,11/12,,Cleveland,11:00AM,1:00PM,Regular Season,11/16,,Cincinnati,6:15PM,8:15PM,Regular Season,11/26,@,Los Angeles (C),6:20PM,8:20PM,Regular Season,12/10,,Los Angeles (R),11:00AM,1:00PM,Regular Season,12/17,@,Jacksonville,6:20PM,8:20PM,Regular Season,12/25,@,San Francisco,6:15PM,8:15PM,Regular Season,12/31,,Miami,11:00AM,1:00PM,Regular Season,01/07,,Pittsburgh,TBD,TBD
without,Mountain,Baltimore,Regular Season,09/10,,Houston,11:00AM,1:00PM,Regular Season,09/17,@,Cincinnati,11:00AM,1:00PM,Regular Season,09/24,,Indianapolis,11:00AM,1:00PM,Regular Season,10/01,@,Cleveland,11:00AM,1:00PM,Regular Season,10/08,@,Pittsburgh,11:00AM,1:00PM,Regular Season,10/15,,Tennessee,7:30AM,9:30AM,Regular Season,10/22,,Detroit,11:00AM,1:00PM,Regular Season,10/29,@,Arizona,2:25PM,4:25PM,Regular Season,11/05,,Seattle,11:00AM,1:00PM,Regular Season,11/12,,Cleveland,11:00AM,1:00PM,Regular Season,11/16,,Cincinnati,6:15PM,8:15PM,Regular Season,11/26,@,Los Angeles (C),6:20PM,8:20PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,12/10,,Los Angeles (R),11:00AM,1:00PM,Regular Season,12/17,@,Jacksonville,6:20PM,8:20PM,Regular Season,12/25,@,San Francisco,6:15PM,8:15PM,Regular Season,12/31,,Miami,11:00AM,1:00PM,Regular Season,01/07,,Pittsburgh,TBD,TBD,,,,,,,,,,,,
with,Pacific,Baltimore,Preseason,08/11,,Philadelphia,4:00PM,7:00PM,Preseason,08/21,@,Washington,5:00PM,8:00PM,Preseason,08/26,@,Tampa Bay,4:00PM,7:00PM,Regular Season,09/10,,Houston,10:00AM,1:00PM,Regular Season,09/17,@,Cincinnati,10:00AM,1:00PM,Regular Season,09/24,,Indianapolis,10:00AM,1:00PM,Regular Season,10/01,@,Cleveland,10:00AM,1:00PM,Regular Season,10/08,@,Pittsburgh,10:00AM,1:00PM,Regular Season,10/15,,Tennessee,6:30AM,9:30AM,Regular Season,10/22,,Detroit,10:00AM,1:00PM,Regular Season,10/29,@,Arizona,1:25PM,4:25PM,Regular Season,11/05,,Seattle,10:00AM,1:00PM,Regular Season,11/12,,Cleveland,10:00AM,1:00PM,Regular Season,11/16,,Cincinnati,5:15PM,8:15PM,Regular Season,11/26,@,Los Angeles (C),5:20PM,8:20PM,Regular Season,12/10,,Los Angeles (R),10:00AM,1:00PM,Regular Season,12/17,@,Jacksonville,5:20PM,8:20PM,Regular Season,12/25,@,San Francisco,5:15PM,8:15PM,Regular Season,12/31,,Miami,10:00AM,1:00PM,Regular Season,01/07,,Pittsburgh,TBD,TBD
without,Pacific,Baltimore,Regular Season,09/10,,Houston,10:00AM,1:00PM,Regular Season,09/17,@,Cincinnati,10:00AM,1:00PM,Regular Season,09/24,,Indianapolis,10:00AM,1:00PM,Regular Season,10/01,@,Cleveland,10:00AM,1:00PM,Regular Season,10/08,@,Pittsburgh,10:00AM,1:00PM,Regular Season,10/15,,Tennessee,6:30AM,9:30AM,Regular Season,10/22,,Detroit,10:00AM,1:00PM,Regular Season,10/29,@,Arizona,1:25PM,4:25PM,Regular Season,11/05,,Seattle,10:00AM,1:00PM,Regular Season,11/12,,Cleveland,10:00AM,1:00PM,Regular Season,11/16,,Cincinnati,5:15PM,8:15PM,Regular Season,11/26,@,Los Angeles (C),5:20PM,8:20PM,Regular Season,BYE,,BYE,BYE,BYE,Regular Season,12/10,,Los Angeles (R),10:00AM,1:00PM,Regular Season,12/17,@,Jacksonville,5:20PM,8:20PM,Regular Season,12/25,@,San Francisco,5:15PM,8:15PM,Regular Season,12/31,,Miami,10:00AM,1:00PM,Regular Season,01/07,,Pittsburgh,TBD,TBD,,,,,,,,,,,,
